NAME,CORE MATCHES,% CORE FAMILIES,% NON-CORE,GENOME LENGTH,N50,NO. CONTIGS,NON-ATCG,% GC CONTENT
152487,3284,100,25.9,4847462,222554,331,2059,52.4
152491,3283,100,24.5,4762800,153524,90,982,52.1
152494,3282,99.9,25.3,4812033,144667,191,2295,52.1
152495,3283,100,25.8,4843165,148581,259,2391,52.2
155733,3281,99.9,24.4,4747225,149501,53,1419,52.1
155734,3283,100,24.3,4746921,217805,46,824,52.1
155735,3282,99.9,24.8,4778518,163048,54,1277,52.1
155742,3284,100,23.6,4705671,206495,41,714,52.1
155743,3283,100,25.9,4851940,185454,50,831,52
155768,3279,99.8,24.3,4734257,185454,44,1473,52.1
155814,3268,99.5,24.2,4721868,57874,184,1334,52.1
157040,3284,100,23.9,4722084,206380,46,1284,52
157058,3284,100,24.3,4745446,195728,63,1580,52.1
157216,3284,100,25,4795248,206495,44,582,51.8
157222,3274,99.7,25.9,4837996,204334,50,584,52.1
157231,3282,99.9,24.3,4748181,172175,52,584,52.1
157261,3283,100,24.3,4745448,217910,50,999,52.1
158918,3283,100,24,4728797,218179,44,904,52
158920,3284,100,23.9,4722130,217910,45,560,52
158922,3283,100,24.3,4745211,206443,47,2018,52.1
158923,3283,100,25.6,4830100,185454,51,1109,52
161048,3282,99.9,23.4,4685411,217898,41,575,52.1
161049,3267,99.5,23.7,4700022,206333,41,727,52.1
161051,3282,99.9,23.9,4723995,217910,42,576,52
161052,3283,100,24.3,4744354,217899,45,344,52.1
161902,3283,100,24,4726730,206302,52,754,52
163223,3282,99.9,26,4852409,180113,64,976,52
163229,3282,99.9,25.6,4829652,204338,51,833,52
164835,3280,99.9,24.2,4734665,144797,64,1034,52.1
164902,3277,99.8,24.2,4724280,138899,66,894,52.1
166273,3283,100,23.9,4722074,204338,45,584,52
166339,3285,100,24,4731098,206500,56,584,52.1
168317,3284,100,24.5,4760128,218179,45,584,52
168318,3282,99.9,24.8,4779037,149411,52,464,52
171294,3280,99.9,23.9,4719191,171016,55,1305,52
171329,3283,100,27.4,4950524,203921,50,583,51.9
171342,3282,99.9,24.1,4735918,185290,47,1151,52
172294,3276,99.8,24.1,4723115,144798,67,2206,52
172310,3282,99.9,23.9,4718771,192349,50,1404,52.1
172311,3275,99.7,24,4719412,106718,88,1843,52
173585,3283,100,23.8,4711983,171592,48,1088,52.1
173759,3280,99.9,23.9,4720305,204338,52,559,52
173761,3282,99.9,24.3,4745761,161310,53,1042,52.1
173765,3283,100,23.9,4722799,217910,44,715,52
174759,3281,99.9,26,4848411,204338,54,593,52
176412,3284,100,23.9,4724739,206439,46,1320,52
179622,3279,99.8,24.3,4740807,204338,49,714,52.1
179800,3284,100,23.9,4723169,206380,51,720,52
179814,3284,100,25.9,4848876,217910,51,985,52
182064,3284,100,24.6,4764442,217910,43,692,51.9
182073,3282,99.9,23.9,4723364,206380,43,584,52
183617,3283,100,26,4852673,217754,52,584,52
183647,3284,100,24.3,4745212,220686,50,584,52.1
183656,3279,99.8,27.1,4912658,204339,48,576,51.9
183735,3283,100,25.9,4852390,206380,48,584,52
184395,3284,100,23.9,4719475,218078,45,834,52.1
184397,3283,100,25.9,4851574,206333,53,584,52
184503,3282,99.9,23.8,4713176,204302,54,584,52.1
185430,3280,99.9,24,4719651,149412,61,1467,52
185853,3283,100,24.4,4755148,217898,47,2124,52
185874,3284,100,23.9,4724179,206380,45,691,52
186519,3283,100,24.6,4765618,206380,50,580,51.9
186520,3284,100,24.7,4775449,204334,48,575,52.1
186582,3283,100,24.6,4765814,220887,46,464,51.9
187565,3281,99.9,24.4,4748489,172130,50,1133,52.1
188173,3284,100,23.9,4722864,217910,42,727,52
188363,3284,100,24,4728020,217910,56,584,52
189261,3284,100,23.9,4723470,206380,47,834,52
195834,3283,100,25.8,4840369,171965,283,1584,52.4
196388,3284,100,24.3,4749135,204338,57,881,52.1
196996,3283,100,26,4852945,217910,54,580,52
197077,3284,100,24.4,4754397,206350,43,579,52
200631,3282,99.9,23.6,4701270,206333,47,459,52.1
200634,3279,99.8,27.2,4917656,217897,57,577,51.9
201545,3284,100,24.4,4753243,161385,54,1520,52
203377,3282,99.9,24.8,4778680,206339,51,717,52
203379,3252,99,24,4700549,203807,48,742,52.1
205588,3283,100,23.9,4722948,206380,44,438,52
206713,3282,99.9,23.9,4721420,204351,51,1342,52
207584,3283,100,24.4,4751939,206380,61,666,52.1
208724,3284,100,24.4,4754068,204338,46,546,52
208725,3283,100,23.9,4722199,204338,47,583,52
208761,3284,100,23.8,4717550,171997,51,834,52.1
211143,3282,99.9,24,4726631,172159,55,584,52
211756,3284,100,24.2,4742474,218095,50,709,52
212757,3284,100,23.9,4724371,206338,44,1006,52
214578,3283,100,24.3,4746491,217910,52,577,52.1
214579,3282,99.9,23.9,4721113,184740,52,2172,52
216315,3284,100,22.1,4615670,153766,53,689,52.1
216339,3284,100,24.3,4747167,206468,49,558,52.1
216994,3283,100,23.9,4721768,206380,43,581,52
218472,3283,100,24.6,4764446,149411,54,584,51.9
220459,3284,100,24.6,4764784,206380,51,652,51.9
221700,3282,99.9,26,4852638,153788,52,824,52
221701,3283,100,25.9,4852558,185454,58,1023,52
222161,3282,99.9,24.6,4764522,149425,58,1091,51.9
224130,3283,100,24,4728086,206641,43,486,52
229066,3282,99.9,23.9,4718485,155564,58,0,52
229163,3282,99.9,24.3,4745688,185417,53,344,52.1
229164,3272,99.6,23.8,4698603,185097,44,344,52.1
236189,3282,99.9,25.6,4829112,185454,52,978,52
236191,3283,100,23.9,4721861,206307,48,582,52
236253,3282,99.9,24.8,4775880,204334,55,1000,52.1
238380,3283,100,24,4731438,204595,48,1194,52
238381,3279,99.8,23.5,4683452,204338,49,583,52.1
238765,3273,99.7,26,4826172,155497,48,2667,52
240164,3285,100,26.4,4886145,210153,52,583,52
242364,3282,99.9,26,4852236,203810,52,862,52
243876,3277,99.7,26.5,4876353,186603,56,830,52.1
245587,3284,100,23.9,4722535,207417,41,680,52
247223,3285,100,24.8,4779999,191870,55,714,52.1
247247,3287,100,24.8,4779652,204334,49,557,52.1
248621,3284,100,23.9,4721703,204337,46,584,52
253869,3284,100,25,4793244,206338,56,1378,52
267722,3284,100,24.6,4764497,206380,46,580,51.9
271028,3277,99.8,23.6,4690150,220681,41,576,52.1
278191,3285,100,26,4853543,204338,48,584,52
282584,3283,100,23.9,4721997,217910,45,444,52
285801,3284,100,25.8,4845547,171999,47,584,52.1
285842,3284,100,23.9,4722739,206350,48,464,52
287766,3284,100,24.3,4748723,206380,55,583,52.1
289677,3286,100,25,4793911,186444,48,553,52.1
291713,3279,99.8,27.3,4934905,206380,259,1083,52.2
293002,3283,100,23.9,4724549,204338,53,605,52
293010,3284,100,24.6,4767721,217897,53,577,51.9
294969,3283,100,25.5,4822308,185454,52,831,52
296207,3283,100,23.9,4723464,206380,45,0,52
296222,3283,100,25.9,4847069,206380,44,365,52
296635,3278,99.8,26,4848391,153762,61,1448,52
296822,3283,100,24.3,4746866,220689,41,571,52.1
298897,3284,100,23.9,4723132,206380,41,584,52
299395,3281,99.9,25.2,4797755,213753,44,1070,52
299396,3281,99.9,25.2,4800028,149079,75,890,52
300658,3284,100,23.9,4722500,204339,45,579,52
302602,3282,99.9,25.8,4844046,203810,54,1287,52
302604,3283,100,24.6,4762286,185454,56,834,51.9
304415,3284,100,24.6,4768983,206380,50,579,52
304416,3284,100,24.4,4754002,161310,46,572,52
307466,3287,100,24.4,4753322,204262,47,584,52.1
308759,3284,100,25.8,4846707,206314,46,454,52.1
310271,3281,99.9,25.1,4790374,206514,44,344,52.1
311418,3284,100,24.4,4753882,217910,42,832,52
316347,3284,100,25.9,4852270,206380,48,579,52
316660,3284,100,24.6,4764000,217910,45,576,51.9
318582,3281,99.9,23.6,4698397,217328,44,578,52.1
319724,3284,100,24.4,4754023,217910,41,578,52
320184,3282,99.9,24.1,4736208,185444,48,579,52.1
320272,3285,100,24.8,4779445,185049,49,462,52.1
329141,3283,100,24.4,4753084,206380,45,344,52
329879,3284,100,24.4,4753860,206374,44,834,52
329884,3284,100,24.4,4754842,220693,46,0,52
329887,3284,100,24.4,4754282,217910,43,452,52
330438,3279,99.8,24.8,4764756,146348,52,344,52
330503,3282,99.9,24.5,4753716,206438,46,344,52.1
333376,3281,99.9,24.1,4729929,204309,49,822,52.1
335038,3284,100,24.4,4753824,217910,48,578,52
337070,3284,100,23.9,4722910,217910,44,582,52
337082,3283,100,25.9,4852480,204338,56,594,52
337114,3283,100,23.9,4721761,218605,47,580,52
338438,3284,100,24.3,4744938,185454,55,344,52.1
339493,3277,99.8,26,4848750,206310,70,832,52
340181,3283,100,26,4852703,206380,49,572,52
340238,3281,99.9,24.4,4752228,206380,51,1334,52
340241,3271,99.6,24.3,4722185,173293,74,4053,52
341275,3284,100,23.9,4721791,207386,44,844,52
341276,3280,99.9,25.3,4807051,250184,53,1717,52.1
342550,3283,100,26,4852630,204338,48,580,52
342643,3283,100,24.7,4769941,204343,58,465,51.9
342649,3284,100,24.5,4757535,217918,44,833,52
343717,3281,99.9,24.4,4750357,206560,57,829,52
343799,3283,100,24.3,4748019,201518,58,571,52.1
345419,3283,100,25.6,4831958,222091,42,582,52
345424,3244,98.8,24,4683859,218462,47,581,52.1
345425,3280,99.9,23.9,4719022,206380,52,577,52
345426,3283,100,24.6,4766059,203823,63,831,52
345427,3277,99.8,26,4838478,206188,53,1079,52.1
345581,3284,100,24.5,4758069,218521,43,580,52
345582,3284,100,24.5,4758910,218090,43,576,52
346583,3279,99.8,25.2,4793636,203883,63,834,52.1
346893,3270,99.6,24,4704270,144854,79,4125,52.1
346899,3279,99.8,26,4846343,153624,65,1000,52
348081,3281,99.9,25.1,4790505,171954,52,709,52.1
348734,3282,99.9,26,4855288,153715,59,0,52
351267,3255,99.1,25.3,4734392,143675,93,7301,52
351324,3283,100,25.9,4851246,204338,47,576,52
353870,3283,100,24.3,4747099,204337,43,577,52.1
353877,3283,100,23.9,4721163,206350,50,580,52.1
353885,3283,100,25.9,4852497,217905,49,442,52
355024,3284,100,25.4,4821167,161498,136,717,51.9
355025,3282,99.9,26.1,4856872,151550,103,971,52
356097,3279,99.8,26.1,4852730,111316,84,1490,52
356321,3275,99.7,24.5,4750636,144847,73,1580,52
358440,3281,99.9,24.4,4750028,204338,61,962,52
360345,3282,99.9,23.8,4711220,184476,45,455,52.1
362107,3279,99.8,24.8,4764226,163049,52,575,52
364177,3284,100,23.9,4722676,204338,53,582,52
365314,3279,99.8,24.2,4723721,217897,42,344,52.1
366287,3226,98.2,25.4,4741686,27314,382,1073,52.3
367315,3279,99.8,26,4852405,206560,53,574,52
369054,3283,100,23.9,4720215,206380,57,711,52
369949,3287,100,24.8,4779181,204334,52,831,52.1
370912,3283,100,25.9,4852195,204338,49,456,52
371794,3284,100,24.8,4779418,206271,58,594,52.1
374594,3281,99.9,25,4789954,220305,42,439,52.1
378610,3282,99.9,26,4852906,161310,60,850,52
387213,3272,99.6,24.9,4765535,204391,46,1066,52.1
388723,3284,100,24.3,4746223,174302,56,584,52.1
391124,3284,100,23.8,4717164,245176,46,834,52.1
423183,3282,99.9,25.5,4821475,174674,74,387,52
429038,3283,99.9,25.1,4799083,155182,73,0,51.9
430040,3283,100,25.1,4795514,149593,70,0,52
458426,3283,100,25.1,4794247,184911,64,0,52
490271,3283,100,25.4,4818739,153667,76,392,52
611427,3282,99.9,25.5,4817659,174848,74,592,52
643112,3283,100,25.4,4817746,161218,70,587,52
663131,3281,99.9,25.5,4819247,144605,80,384,52
672572,3279,99.8,25.4,4812297,104428,97,688,52
672574,3281,99.9,25.6,4819896,149291,79,589,52
676410,3283,100,25.4,4818665,153667,75,686,52
678025,3266,99.5,25.6,4805349,46505,203,589,52.1
680084,3282,99.9,25.5,4818328,149233,77,392,52
681355,3283,100,25.3,4813091,153666,57,678,51.9
686749,3282,99.9,25.5,4818065,153667,75,385,52
690325,3282,99.9,25.5,4820249,153667,74,390,52
697897,3283,100,25.4,4818156,161218,70,287,52
724583,3283,100,25.4,4817415,157760,72,291,52
730973,3283,100,25.4,4818519,153667,73,698,52
735088,3282,99.9,25.5,4818338,149291,77,589,52
749413,3269,99.5,26,4821055,144684,85,4243,52
767624,3283,100,25.4,4819921,161218,68,491,52
772865,3283,100,25.4,4819685,153667,77,491,52
782094,3282,99.9,25.5,4817722,153667,75,387,52
798438,3283,100,25.4,4817707,144683,77,590,52
800602,3282,99.9,24.3,4742118,153667,63,591,52
801143,3283,100,25.4,4818311,161218,75,389,52
801489,3283,100,25.4,4818046,161218,70,689,52
808871,3283,100,25.4,4818719,153667,76,595,52
814955,3283,100,24.3,4746434,149399,59,495,52
816253,3282,99.9,25.5,4818763,153667,75,778,52
818193,3281,99.9,25.6,4822209,149291,72,583,52
824393,3282,99.9,25.5,4817548,161218,71,585,52
824494,3283,100,25.4,4819913,154768,75,586,52
834291,3283,100,25.4,4816794,153667,71,586,52
834848,3282,99.9,25.5,4816605,149291,70,589,52
871213,3283,100,25.4,4820047,161218,74,584,52
877298,3283,100,25.4,4818478,153667,75,390,52
879304,3283,100,25.4,4817582,153667,73,589,52
879991,3282,99.9,25.1,4791791,153667,83,501,52
880355,3283,100,25.4,4819099,161225,73,590,52
882861,3283,100,25.4,4819957,144684,78,785,52
884420,3283,100,25.4,4819312,153667,77,492,52
884427,3283,100,24.5,4762343,153667,67,501,52
885154,3283,100,25.4,4819162,153667,77,590,52
885163,3282,99.9,25.5,4817668,174684,71,506,52
888113,3283,100,25.4,4818932,161218,73,485,52
890414,3283,100,25.4,4818229,161218,74,591,52
892742,3273,99.7,25.6,4813055,65748,138,523,52.1
895926,3283,100,25.4,4818527,153667,77,292,52
903519,3282,99.9,25.5,4818767,174676,74,688,52
903551,3282,99.9,25.5,4821420,153667,78,506,52
904644,3283,100,25.2,4802900,153667,67,596,52
904656,3283,100,24.5,4756549,174668,63,488,52
905412,3283,100,25.4,4819357,153667,82,492,52
908986,3283,100,24.6,4765320,174668,66,492,52
914495,3283,100,25.4,4818186,174668,72,585,52
917873,3283,100,25.4,4819212,153667,78,490,52
920101,3283,100,24.4,4755885,149291,65,388,52
2010758257,3284,100,27.2,4934711,204299,56,2496,51.8
2010758347,3278,99.8,27.4,4933888,204352,55,3796,51.8
2010758424,3277,99.8,27.4,4935762,206294,56,3221,51.8
2010758602,3282,99.9,27.3,4934775,206250,54,4435,51.8
2011731267,3271,99.6,27.6,4935135,218002,50,8686,51.8
2011731274,3284,100,27.2,4933966,204288,57,2341,51.8
2011731303,3276,99.8,27.5,4935669,210501,54,7556,51.8
2011731482,3280,99.9,27.3,4934467,204297,55,5159,51.8
2011731485,3281,99.9,27.2,4934092,204340,55,5339,51.8
2011731566,3282,99.9,27.2,4931670,204288,53,5025,51.8
2011731699,3275,99.7,27.5,4934816,204526,54,7502,51.8
2011731737,3280,99.9,27.3,4934707,204298,57,4307,51.8
2011731763,3282,99.9,27.2,4932019,204286,49,3076,51.8
2011731796,3269,99.5,27.7,4939773,217948,50,7998,51.8
2011732466,3282,99.9,27.2,4932552,204301,56,4019,51.8
2011732483,3280,99.9,27.3,4933558,210459,52,3966,51.8
2011736351,3278,99.8,27.4,4934960,206283,55,6443,51.8
2011736425,3277,99.8,24.2,4725716,206262,45,5413,52
2011740533,3278,99.8,27.4,4935397,204296,55,3881,51.8
2011740612,3284,100,27.1,4933226,204327,52,2841,51.8
2011740790,3278,99.8,27.4,4935141,210541,49,6753,51.8
2011740814,3282,99.9,27.2,4933939,204336,53,3281,51.8
2011740872,3281,99.9,27.2,4933441,204327,49,4013,51.8
2011741567,3280,99.9,24,4722129,221924,42,4469,52
2011741582,3280,99.9,24.4,4741367,217904,67,4651,52
2011741744,3279,99.8,27.4,4934554,206384,52,5612,51.8
2011741885,3278,99.8,27.4,4933326,204294,49,6433,51.8
2011745646,3276,99.8,27.4,4935535,221910,56,5835,51.8
2011745945,3282,99.9,27.2,4931926,171953,59,2322,51.8
2011747401,3280,99.9,27.2,4934531,185477,59,3320,51.8
2011750383,3284,100,27.1,4932696,217893,48,3087,51.8
2011750411,3279,99.8,27.3,4932741,204300,58,4947,51.8
2011750428,3283,100,27.1,4932543,204463,56,2303,51.8
2011750601,3271,99.6,27.5,4934371,204383,53,8853,51.8
2011750677,3283,100,23.9,4721722,206275,42,2559,52
2011750771,3281,99.9,27.2,4934559,206317,54,3235,51.8
2011751050,3282,99.9,27.3,4938267,217955,53,3126,51.8
2011751132,3278,99.8,27.4,4934268,206315,55,4851,51.8
2011751208,3281,99.9,24,4724301,206278,44,3799,52
2011751233,3276,99.8,27.5,4939659,210653,50,5754,51.8
2011751364,3276,99.8,27.4,4934948,204294,55,6554,51.8
2011751738,3281,99.9,27.3,4933885,217881,57,4985,51.8
