NAME,REFERENCE,MLST ST (EnteroBase),MLST PROFILE (EnteroBase),GENOTYPHI GENOTYPE,GENOTYPHI SNPs CALLED,Inc Types
4305,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
4946,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
5330,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
5340,UI4692,2,1_1_2_1_1_1_5,2.2.2,82,NA
5740,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
5861,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
5887,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
5902,E98-0664_66,2,1_1_2_1_1_1_5,2.5,82,NA
5932,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
5933,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
6149,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
7246,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
7433,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
7435,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
9141,E98-0664_66,2,1_1_2_1_1_1_5,2.5,82,NA
9193,CT18,2,1_1_2_1_1_1_5,3.2.1,82,NA
9242,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
9468,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
9469,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncFIB(pHCM2)
10873,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
11780,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
11783,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
13864,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
14546,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
14547,ERL041834,2,1_1_2_1_1_1_5,3.3.1,82,NA
14548,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
14549,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
15250,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
15251,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
15252,404Ty,2,1_1_2_1_1_1_5,3.1,82,NA
15253,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
15604,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
15619,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
18541,7898,1,1_1_1_1_1_1_5,4.3.1.2.EA3,82,NA
18575,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
18668,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
18669,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
18673,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
20939,E02-1180,2,1_1_2_1_1_1_5,0.0.2,82,NA
21093,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
21130,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
21133,E02-1180,2,1_1_2_1_1_1_5,0.0.2,82,NA
21852,7898,1,1_1_1_1_1_1_5,4.3.1.3,82,NA
21873,7898,1,1_1_1_1_1_1_5,4.3.1.2.EA3,82,NA
23504,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
25197,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
25270,ERL024120,2,1_1_2_1_1_1_5,2.1.7,82,NA
29314,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
32480,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
32481,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
37840,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
38433,ERL041834,2,1_1_2_1_1_1_5,3.3.1,82,NA
38434,11909_3,2,1_1_2_1_1_1_5,2.0.2,82,NA
38435,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,IncFIB(pHCM2)
42141,UI4692,2,1_1_2_1_1_1_5,2.2.2,82,IncFIB(pHCM2)
43969,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
45205,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
50881,ERL041834,2,1_1_2_1_1_1_5,2.0.1,82,NA
50891,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
51301,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
52952,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
53042,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
53052,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
53067,UI4692,2,1_1_2_1_1_1_5,2.2.2,82,NA
53075,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
56108,ST1921-06,2,1_1_2_1_1_1_5,2.3.3,82,NA
56940,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
56941,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
56972,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
56973,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
56974,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
56975,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
60161,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
63670,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
65343,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
68666,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
68667,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
68700,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncFIB(pHCM2)
68940,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
68941,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
69886,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
69930,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
75985,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,NA
82539,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
82540,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
82541,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
83284,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
83566,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
83574,H12ESR00755-001A,1,1_1_1_1_1_1_5,3,82,NA
83732,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
83733,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
84444,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
84463,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
85746,7898,1,1_1_1_1_1_1_5,4.3.1.2.EA3,82,NA
86904,H12ESR00755-001A,1,1_1_1_1_1_1_5,3,82,NA
89090,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
89091,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
89987,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
90484,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
90486,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
90493,7898,1,1_1_1_1_1_1_5,4.3.1.2.EA3,82,NA
90520,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
91181,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
91204,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
91240,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
91241,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
91251,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
91252,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
91253,7898,1,1_1_1_1_1_1_5,4.3.1.2.EA3,82,IncHI1A
93507,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
93508,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
95261,7898,1,1_1_1_1_1_1_5,4.3.1.2.EA3,82,NA
97258,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
97875,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
98260,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
98261,7898,1,1_1_1_1_1_1_5,4.3.1.2.EA3,82,NA
99081,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
99753,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
101335,7898,1,1_1_1_1_1_1_5,4.3.1.1,83,IncFIB(pHCM2); IncFII(S)
101437,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
101438,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
101481,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
101482,ERL041834,2,1_1_2_1_1_1_5,3.3.2,82,NA
102535,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
102536,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
102537,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
103603,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
103663,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
105324,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncFIB(pHCM2)
107232,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
107244,Ty2,1,1_1_1_1_1_1_5,4.1,82,NA
107251,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
107323,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
107778,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
109865,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
113504,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
115988,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
115992,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
116032,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
116033,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,NA
116034,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
116036,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,NA
116585,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
116586,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
117258,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncFIB(pHCM2)
117286,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
117289,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,NA
117606,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
117674,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
118964,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
119425,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,NA
119426,ERL041834,2,1_1_2_1_1_1_5,2,82,NA
119431,UI4692,2,1_1_2_1_1_1_5,2.2.2,82,NA
119469,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
122241,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
122242,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
122643,UI4692,2,1_1_2_1_1_1_5,2.2.2,82,NA
122692,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
123842,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
123954,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
126106,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
126204,H12ESR00755-001A,1,1_1_1_1_1_1_5,3,82,NA
126207,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
127522,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,IncFIB(pHCM2)
128205,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
130506,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,NA
131442,H12ESR00755-001A,1,1_1_1_1_1_1_5,3,82,NA
131536,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,IncFIB(pHCM2)
131539,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
131542,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,NA
132015,7898,3891,1_1_1_910_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
132016,H12ESR00755-001A,1,1_1_1_1_1_1_5,3,82,NA
140227,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
142487,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
142681,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
142682,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
143536,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
143952,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
143954,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
146180,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
149239,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
149242,404Ty,2,1_1_2_1_1_1_5,3.1.1,82,NA
149338,404Ty,2,1_1_2_1_1_1_5,3.1.1,82,IncFIA(HI1)--IncHI1A--IncHI1B(R27)
149452,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
152487,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
152491,7898,1,1_1_1_1_1_1_5,4.3.1,82,ColpVC
152494,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
152495,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
155733,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
155734,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
155735,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
155742,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
155743,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
155768,404Ty,2,1_1_2_1_1_1_5,3.1.1,82,NA
155814,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
157040,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
157058,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,NA
157216,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
157222,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd2,82,IncFIB(pHCM2)
157231,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
157261,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,NA
158918,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
158920,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
158922,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
158923,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
161048,E98-0664_66,2,1_1_2_1_1_1_5,2.5,82,NA
161049,CT18,2,1_1_2_1_1_1_5,3.2.1,82,NA
161051,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
161052,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
161902,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
163223,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
163229,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
164835,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
164902,404Ty,2,1_1_2_1_1_1_5,3.1.1,82,NA
166273,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
166339,E00-7866,3677,1_1_2_1_1_665_5,0.1,82,Col(pHAD28)
168317,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
168318,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
171294,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
171329,ST1921-06,2,1_1_2_1_1_1_5,2.3.1,82,IncFIA(HI1); IncHI1A--IncHI1B(R27)
171342,LNT1148,1,1_1_1_1_1_1_5,4.3.1,82,NA
172294,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
172310,ST1921-06,2209,1_1_2_1_484_1_5,2.3.3,82,NA
172311,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
173585,UI4692,2,1_1_2_1_1_1_5,2.2.2,82,NA
173759,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
173761,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
173765,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
174759,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
176412,ERL072973,1,1_1_1_1_1_1_5,3,82,NA
179622,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
179800,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
179814,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncFIB(pHCM2)
182064,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
182073,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
183617,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
183647,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
183656,404Ty,2,1_1_2_1_1_1_5,3.1.1,82,IncFIA(HI1); IncHI1A--IncHI1B(R27)
183735,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
184395,E00-7866,3677,1_1_2_1_1_665_5,0.1,82,NA
184397,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
184503,ST1921-06,2,1_1_2_1_1_1_5,2.3.2,82,NA
185430,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
185853,H12ESR00755-001A,1,1_1_1_1_1_1_5,3,82,NA
185874,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
186519,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
186520,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
186582,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
187565,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
188173,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
188363,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
189261,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
195834,CT18,2,1_1_2_1_1_1_5,3.2.1,82,NA
196388,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,Col(pHAD28)
196996,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
197077,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
200631,CT18,2,1_1_2_1_1_1_5,3.2.2,82,NA
200634,404Ty,2,1_1_2_1_1_1_5,3.1.1,82,Col(BS512); IncFIA(HI1); IncHI1A--IncHI1B(R27)
201545,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
203377,CT18,2,1_1_2_1_1_1_5,3.2.2,82,IncX1
203379,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
205588,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
206713,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
207584,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
208724,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
208725,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
208761,ERL024120,2,1_1_2_1_1_1_5,2,82,NA
211143,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
211756,ERL024120,2,1_1_2_1_1_1_5,2.1,82,NA
212757,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
214578,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
214579,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
216315,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
216339,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
216994,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
218472,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
220459,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
221700,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
221701,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
222161,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
224130,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
229066,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
229163,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
229164,E02-1180,2,1_1_2_1_1_1_5,0.0.1,82,NA
236189,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
236191,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
236253,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
238380,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
238381,E98-0664_66,2,1_1_2_1_1_1_5,2.5,82,NA
238765,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
240164,ERL041834,2,1_1_2_1_1_1_5,3.3,82,IncFIB(pHCM2)
242364,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
243876,ERL041834,2,1_1_2_1_1_1_5,3.3,82,IncFIB(pHCM2)
245587,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
247223,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
247247,ERL041834,2,1_1_2_1_1_1_5,3.3.1,82,NA
248621,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
253869,7898,1,1_1_1_1_1_1_5,4.3.1.1.EA1,82,IncN
267722,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
271028,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
278191,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
282584,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
285801,ERL041834,2,1_1_2_1_1_1_5,3.3,82,IncFIB(pHCM2)
285842,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
287766,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
289677,ERL041834,2,1_1_2_1_1_1_5,3.3.2.Bd1,82,NA
291713,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,Col(pHAD28); IncFIB(pHCM2)
293002,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
293010,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
294969,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
296207,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
296222,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
296635,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
296822,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
298897,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
299395,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
299396,E98-0664_66,2,1_1_2_1_1_1_5,2.5,82,IncFIB(pHCM2)
300658,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
302602,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
302604,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
304415,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,IncN
304416,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
307466,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
308759,ERL041834,2,1_1_2_1_1_1_5,3.3,82,IncFIB(pHCM2)
310271,E98-0664_66,2,1_1_2_1_1_1_5,2.5,82,IncFIB(pHCM2)
311418,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
316347,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
316660,7898,1,1_1_1_1_1_1_5,4.3.1,82,NA
318582,ERL041834,2,1_1_2_1_1_1_5,3,82,NA
319724,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
320184,CT18,2,1_1_2_1_1_1_5,3.2,82,NA
320272,ERL041834,2,1_1_2_1_1_1_5,3.3,82,NA
329141,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
329879,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
329884,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
329887,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
330438,UI4692,2173,1_1_2_1_1_476_5,2.2.1,82,NA
330503,UI4692,2,1_1_2_1_1_1_5,2.2,82,NA
333376,E02-1180,2,1_1_2_1_1_1_5,0.0.3,82,NA
335038,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
337070,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
337082,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,IncFIB(pHCM2)
337114,7898,1,1_1_1_1_1_1_5,4.3.1.2,82,NA
338438,7898,1,1_1_1_1_1_1_5,4.3.1.1,82,NA
